id,System,Month,AREA,Site,Oper,Factor,Target,Value,,,,,,
1746,CIM,202506,PKG,IC,M/D,No Wip,실적,0.0975,,,,,,
1747,CIM,202506,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1748,CIM,202506,PKG,IC,M/D,Loss,실적,0.8682 ,,,,,,
1749,CIM,202506,PKG,IC,M/K,투자가동률,실적,0.5557,,,,,,
1750,CIM,202506,PKG,IC,M/K,No Wip,실적,0.4051,,,,,,
1751,CIM,202506,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1752,CIM,202506,PKG,IC,M/K,Loss,실적,0.4443 ,,,,,,
1753,CIM,202506,PKG,IC,SBM,투자가동률,실적,0.5373,,,,,,
1754,CIM,202506,PKG,IC,SBM,No Wip,실적,0.4811,,,,,,
1755,CIM,202506,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1756,CIM,202506,PKG,IC,SBM,Loss,실적,0.4627 ,,,,,,
1757,CIM,202506,PKG,IC,S/G,투자가동률,실적,0.1119,,,,,,
1758,CIM,202506,PKG,IC,S/G,No Wip,실적,0.0948,,,,,,
1759,CIM,202506,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1760,CIM,202506,PKG,IC,S/G,Loss,실적,0.8881 ,,,,,,
1761,GMS,202506,PKG,IC,B/G,투자가동률,목표,0.5238,,,,,,
1762,GMS,202506,PKG,IC,B/G,No Wip,목표,0.2041,,,,,,
1763,GMS,202506,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1764,GMS,202506,PKG,IC,B/G,Loss,목표,0.4762 ,,,,,,
1765,GMS,202506,PKG,IC,WSD,투자가동률,목표,0.8251,,,,,,
1766,GMS,202506,PKG,IC,WSD,No Wip,목표,0.5835,,,,,,
1767,GMS,202506,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1768,GMS,202506,PKG,IC,WSD,Loss,목표,0.1749 ,,,,,,
1769,GMS,202506,PKG,IC,W/S,투자가동률,목표,0.0311,,,,,,
1770,GMS,202506,PKG,IC,W/S,No Wip,목표,0.0042,,,,,,
1771,GMS,202506,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1772,GMS,202506,PKG,IC,W/S,Loss,목표,0.9689 ,,,,,,
1773,GMS,202506,PKG,IC,D/A,투자가동률,목표,0.4793,,,,,,
1774,GMS,202506,PKG,IC,D/A,No Wip,목표,0.0835,,,,,,
1775,GMS,202506,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1776,GMS,202506,PKG,IC,D/A,Loss,목표,0.5207 ,,,,,,
1777,GMS,202506,PKG,IC,FCB,투자가동률,목표,0.8407,,,,,,
1778,GMS,202506,PKG,IC,FCB,No Wip,목표,0.7068,,,,,,
1779,GMS,202506,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1780,GMS,202506,PKG,IC,FCB,Loss,목표,0.1593 ,,,,,,
1781,GMS,202506,PKG,IC,W/B,투자가동률,목표,0.3674,,,,,,
1782,GMS,202506,PKG,IC,W/B,No Wip,목표,0.2739,,,,,,
1783,GMS,202506,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1784,GMS,202506,PKG,IC,W/B,Loss,목표,0.6326 ,,,,,,
1785,GMS,202506,PKG,IC,M/D,투자가동률,목표,0.1449,,,,,,
1786,GMS,202506,PKG,IC,M/D,No Wip,목표,0.0417,,,,,,
1787,GMS,202506,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1788,GMS,202506,PKG,IC,M/D,Loss,목표,0.8551 ,,,,,,
1789,GMS,202506,PKG,IC,M/K,투자가동률,목표,0.3071,,,,,,
1790,GMS,202506,PKG,IC,M/K,No Wip,목표,0.0996,,,,,,
1791,GMS,202506,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1792,GMS,202506,PKG,IC,M/K,Loss,목표,0.6929 ,,,,,,
1793,GMS,202506,PKG,IC,SBM,투자가동률,목표,0.3173,,,,,,
1794,GMS,202506,PKG,IC,SBM,No Wip,목표,0.0861,,,,,,
1795,GMS,202506,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1796,GMS,202506,PKG,IC,SBM,Loss,목표,0.6827 ,,,,,,
1797,GMS,202506,PKG,IC,S/G,투자가동률,목표,0.1641,,,,,,
1798,GMS,202506,PKG,IC,S/G,No Wip,목표,0.0874,,,,,,
1799,GMS,202506,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1800,GMS,202506,PKG,IC,S/G,Loss,목표,0.8359 ,,,,,,
1801,EMS,202506,PKG,IC,B/G,투자가동률,목표,0.0307,,,,,,
1802,EMS,202506,PKG,IC,B/G,No Wip,목표,0.0243,,,,,,
1803,EMS,202506,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1804,EMS,202506,PKG,IC,B/G,Loss,목표,0.9693 ,,,,,,
1805,EMS,202506,PKG,IC,WSD,투자가동률,목표,0.3816,,,,,,
1806,EMS,202506,PKG,IC,WSD,No Wip,목표,0.1942,,,,,,
1807,EMS,202506,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1808,EMS,202506,PKG,IC,WSD,Loss,목표,0.6184 ,,,,,,
1809,EMS,202506,PKG,IC,W/S,투자가동률,목표,0.3385,,,,,,
1810,EMS,202506,PKG,IC,W/S,No Wip,목표,0.1871,,,,,,
1811,EMS,202506,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1812,EMS,202506,PKG,IC,W/S,Loss,목표,0.6615 ,,,,,,
1813,EMS,202506,PKG,IC,D/A,투자가동률,목표,0.5138,,,,,,
1814,EMS,202506,PKG,IC,D/A,No Wip,목표,0.2802,,,,,,
1815,EMS,202506,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1816,EMS,202506,PKG,IC,D/A,Loss,목표,0.4862 ,,,,,,
1817,EMS,202506,PKG,IC,FCB,투자가동률,목표,0.9955,,,,,,
1818,EMS,202506,PKG,IC,FCB,No Wip,목표,0.9216,,,,,,
1819,EMS,202506,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1820,EMS,202506,PKG,IC,FCB,Loss,목표,0.0045 ,,,,,,
1821,EMS,202506,PKG,IC,W/B,투자가동률,목표,0.1045,,,,,,
1822,EMS,202506,PKG,IC,W/B,No Wip,목표,0.0907,,,,,,
1823,EMS,202506,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1824,EMS,202506,PKG,IC,W/B,Loss,목표,0.8955 ,,,,,,
1825,EMS,202506,PKG,IC,M/D,투자가동률,목표,0.2989,,,,,,
1826,EMS,202506,PKG,IC,M/D,No Wip,목표,0.1635,,,,,,
1827,EMS,202506,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1828,EMS,202506,PKG,IC,M/D,Loss,목표,0.7011 ,,,,,,
1829,EMS,202506,PKG,IC,M/K,투자가동률,목표,0.4914,,,,,,
1830,EMS,202506,PKG,IC,M/K,No Wip,목표,0.4690,,,,,,
1831,EMS,202506,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1832,EMS,202506,PKG,IC,M/K,Loss,목표,0.5086 ,,,,,,
1833,EMS,202506,PKG,IC,SBM,투자가동률,목표,0.5638,,,,,,
1834,EMS,202506,PKG,IC,SBM,No Wip,목표,0.0101,,,,,,
1835,EMS,202506,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1836,EMS,202506,PKG,IC,SBM,Loss,목표,0.4362 ,,,,,,
1837,EMS,202506,PKG,IC,S/G,투자가동률,목표,0.0653,,,,,,
1838,EMS,202506,PKG,IC,S/G,No Wip,목표,0.0321,,,,,,
1839,EMS,202506,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1840,EMS,202506,PKG,IC,S/G,Loss,목표,0.9347 ,,,,,,
1841,RPT,202506,PKG,IC,B/G,투자가동률,목표,0.3079,,,,,,
1842,RPT,202506,PKG,IC,B/G,No Wip,목표,0.1616,,,,,,
1843,RPT,202506,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1844,RPT,202506,PKG,IC,B/G,Loss,목표,0.6921 ,,,,,,
1845,RPT,202506,PKG,IC,WSD,투자가동률,목표,0.0869,,,,,,
1846,RPT,202506,PKG,IC,WSD,No Wip,목표,0.0312,,,,,,
1847,RPT,202506,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1848,RPT,202506,PKG,IC,WSD,Loss,목표,0.9131 ,,,,,,
1849,RPT,202506,PKG,IC,W/S,투자가동률,목표,0.6130,,,,,,
1850,RPT,202506,PKG,IC,W/S,No Wip,목표,0.3225,,,,,,
1851,RPT,202506,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1852,RPT,202506,PKG,IC,W/S,Loss,목표,0.3870 ,,,,,,
1853,RPT,202506,PKG,IC,D/A,투자가동률,목표,0.6334,,,,,,
1854,RPT,202506,PKG,IC,D/A,No Wip,목표,0.4629,,,,,,
1855,RPT,202506,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1856,RPT,202506,PKG,IC,D/A,Loss,목표,0.3666 ,,,,,,
1857,RPT,202506,PKG,IC,FCB,투자가동률,목표,0.1795,,,,,,
1858,RPT,202506,PKG,IC,FCB,No Wip,목표,0.0248,,,,,,
1859,RPT,202506,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1860,RPT,202506,PKG,IC,FCB,Loss,목표,0.8205 ,,,,,,
1861,RPT,202506,PKG,IC,W/B,투자가동률,목표,0.2056,,,,,,
1862,RPT,202506,PKG,IC,W/B,No Wip,목표,0.0642,,,,,,
1863,RPT,202506,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1864,RPT,202506,PKG,IC,W/B,Loss,목표,0.7944 ,,,,,,
1865,RPT,202506,PKG,IC,M/D,투자가동률,목표,0.1888,,,,,,
1866,RPT,202506,PKG,IC,M/D,No Wip,목표,0.0224,,,,,,
1867,RPT,202506,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1868,RPT,202506,PKG,IC,M/D,Loss,목표,0.8112 ,,,,,,
1869,RPT,202506,PKG,IC,M/K,투자가동률,목표,0.4962,,,,,,
1870,RPT,202506,PKG,IC,M/K,No Wip,목표,0.3214,,,,,,
1871,RPT,202506,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1872,RPT,202506,PKG,IC,M/K,Loss,목표,0.5038 ,,,,,,
1873,RPT,202506,PKG,IC,SBM,투자가동률,목표,0.6766,,,,,,
1874,RPT,202506,PKG,IC,SBM,No Wip,목표,0.0544,,,,,,
1875,RPT,202506,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1876,RPT,202506,PKG,IC,SBM,Loss,목표,0.3234 ,,,,,,
1877,RPT,202506,PKG,IC,S/G,투자가동률,목표,0.9269,,,,,,
1878,RPT,202506,PKG,IC,S/G,No Wip,목표,0.3045,,,,,,
1879,RPT,202506,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1880,RPT,202506,PKG,IC,S/G,Loss,목표,0.0731 ,,,,,,
1881,CIM,202506,PKG,IC,B/G,투자가동률,목표,0.8802,,,,,,
1882,CIM,202506,PKG,IC,B/G,No Wip,목표,0.5407,,,,,,
1883,CIM,202506,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1884,CIM,202506,PKG,IC,B/G,Loss,목표,0.1198 ,,,,,,
1885,CIM,202506,PKG,IC,WSD,투자가동률,목표,0.0286,,,,,,
1886,CIM,202506,PKG,IC,WSD,No Wip,목표,0.0070,,,,,,
1887,CIM,202506,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1888,CIM,202506,PKG,IC,WSD,Loss,목표,0.9714 ,,,,,,
1889,CIM,202506,PKG,IC,W/S,투자가동률,목표,0.3790,,,,,,
1890,CIM,202506,PKG,IC,W/S,No Wip,목표,0.2900,,,,,,
1891,CIM,202506,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1892,CIM,202506,PKG,IC,W/S,Loss,목표,0.6210 ,,,,,,
1893,CIM,202506,PKG,IC,D/A,투자가동률,목표,0.5981,,,,,,
1894,CIM,202506,PKG,IC,D/A,No Wip,목표,0.0863,,,,,,
1895,CIM,202506,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1896,CIM,202506,PKG,IC,D/A,Loss,목표,0.4019 ,,,,,,
1897,CIM,202506,PKG,IC,FCB,투자가동률,목표,0.7465,,,,,,
1898,CIM,202506,PKG,IC,FCB,No Wip,목표,0.7125,,,,,,
1899,CIM,202506,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1900,CIM,202506,PKG,IC,FCB,Loss,목표,0.2535 ,,,,,,
1901,CIM,202506,PKG,IC,W/B,투자가동률,목표,0.2767,,,,,,
1902,CIM,202506,PKG,IC,W/B,No Wip,목표,0.2011,,,,,,
1903,CIM,202506,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1904,CIM,202506,PKG,IC,W/B,Loss,목표,0.7233 ,,,,,,
1905,CIM,202506,PKG,IC,M/D,투자가동률,목표,0.6688,,,,,,
1906,CIM,202506,PKG,IC,M/D,No Wip,목표,0.4013,,,,,,
1907,CIM,202506,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1908,CIM,202506,PKG,IC,M/D,Loss,목표,0.3312 ,,,,,,
1909,CIM,202506,PKG,IC,M/K,투자가동률,목표,0.1199,,,,,,
1910,CIM,202506,PKG,IC,M/K,No Wip,목표,0.0024,,,,,,
1911,CIM,202506,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1912,CIM,202506,PKG,IC,M/K,Loss,목표,0.8801 ,,,,,,
1913,CIM,202506,PKG,IC,SBM,투자가동률,목표,0.8515,,,,,,
1914,CIM,202506,PKG,IC,SBM,No Wip,목표,0.3112,,,,,,
1915,CIM,202506,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1916,CIM,202506,PKG,IC,SBM,Loss,목표,0.1485 ,,,,,,
1917,CIM,202506,PKG,IC,S/G,투자가동률,목표,0.1666,,,,,,
1918,CIM,202506,PKG,IC,S/G,No Wip,목표,0.1501,,,,,,
1919,CIM,202506,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1920,CIM,202506,PKG,IC,S/G,Loss,목표,0.8334 ,,,,,,
